business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,categories,attributes.ByAppointmentOnly,attributes.BusinessAcceptsCreditCards,attributes.BikeParking,attributes.RestaurantsPriceRange2,attributes.CoatCheck,attributes.RestaurantsTakeOut,attributes.RestaurantsDelivery,attributes.Caters,attributes.WiFi,attributes.BusinessParking,attributes.WheelchairAccessible,attributes.HappyHour,attributes.OutdoorSeating,attributes.HasTV,attributes.RestaurantsReservations,attributes.DogsAllowed,attributes.Alcohol,attributes.GoodForKids,attributes.RestaurantsAttire,attributes.Ambience,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.DriveThru,attributes.NoiseLevel,attributes.GoodForMeal,attributes.BusinessAcceptsBitcoin,attributes.Smoking,attributes.Music,attributes.GoodForDancing,attributes.AcceptsInsurance,attributes.BestNights,attributes.BYOB,attributes.Corkage,attributes.BYOBCorkage,attributes.HairSpecializesIn,attributes.Open24Hours,attributes.RestaurantsCounterService,attributes.AgesAllowed,attributes.DietaryRestrictions,hours.Monday,hours.Tuesday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday
-6kIZWnXPuDC6JiQJ-A1fg,Starbucks,6622 Chippewa St,St. Louis,MO,63109,38.5906659,-90.305019,3.5,39,1,"Coffee & Tea, Food",,True,True,2,,False,False,False,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,5:0-20:30,5:0-20:30,5:0-20:30,5:0-20:30,5:30-20:30,5:30-20:30
7v3LpK_fNAOi_KLoMbt--Q,Sol Azteca,"4232 S Broadway, Ste A",St. Louis,MO,63111,38.5780222,-90.2302998,5,22,1,"Mexican, Restaurants",,True,True,,,True,False,True,u'free',"{'garage': False, 'street': False, 'validated': True, 'lot': True, 'valet': False}",True,False,False,True,True,,u'beer_and_wine',,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,False,False,,,,,,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:30,11:0-20:30,
WfaH5hJS8RbHLwcZFNTa4g,Young Cooley's Wing Heaven,4050 Bamberger Ave,St. Louis,MO,63116,38.5842192,-90.2501172,4.5,11,1,"Restaurants, American (Traditional), Sandwiches, Chicken Wings",,True,,,,True,True,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,False,,,,,,,,,,,,,,,,,,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,
cXRFz3xSmLrlwgdYozdPmQ,La Juicy Seafood,10732 W Florissant Ave,St. Louis,MO,63136,38.765073942,-90.2796606,3.5,5,1,"Cajun/Creole, Seafood, Sandwiches, Restaurants",,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0
YnEEaQUvhd7Yh4RezvuGcg,ClearChoice Dental Implant Center,"555 N New Ballas Rd, Ste 300",St. Louis,MO,63141,38.6657185,-90.4438987,1.5,5,1,"Dentists, Oral Surgeons, Prosthodontists, Periodontists, Health & Medical, Cosmetic Dentists",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,,,
Qcf4ihbB6V0FykFxppv_8w,Carondelet Park Rec Complex,930 Holly Hills Ave,St. Louis,MO,63111,38.5598812209,-90.2579922656,4,56,1,"Community Service/Non-Profit, Local Flavor, Local Services, Child Care & Day Care, Gyms, Swimming Pools, Active Life, Fitness & Instruction",False,True,True,,,,,,,None,True,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,5:0-22:0,5:0-22:0,5:0-22:0,5:0-14:0,9:0-13:0,7:0-18:0
1LoKM5J-w77CXL4jbdF2eA,Arch City Granite & Marble,1540 Page Industrial Blvd,St. Louis,MO,63132,38.6881612,-90.3851993,3,6,1,"Building Supplies, Countertop Installation, Shopping, Home & Garden, Kitchen & Bath, Contractors, Home Services",False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,9:0-15:0,
MHCDP0o9bHaoHZqPDJ11OQ,Rockin' Jump Shrewsbury,7375 Watson Rd,St. Louis,MO,63119,38.581255,-90.3243538,3.5,18,1,"Kids Activities, Active Life, Trampoline Parks",False,True,True,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,False,,True,,,,,,,,,,,,,,,,,,,,,,9:0-19:0,,16:0-20:0,16:0-20:0,10:0-20:0,10:0-22:0,9:0-20:0
oLEyFAZNGMqMLeyV6n7Xfg,Doggie Mac's by Chef B,5622 S Grand Blvd,St. Louis,MO,63111,38.5680025,-90.2547062,4.5,10,1,"Restaurants, Caterers, Soul Food, Burgers, Chicken Wings, Event Planning & Services, American (New), Barbeque",,,,,,True,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,,12:0-19:0,12:0-19:0,12:0-15:30,11:0-19:0,
IOm2_nrAx7nHvFufszj9Wg,Holiday Inn St Louis SW - Route 66,10709 Watson Rd,St. Louis,MO,63127,38.555939,-90.408494,2.5,53,1,"Event Planning & Services, Hotels, Hotels & Travel, Venues & Event Spaces",,True,,2,,,,,u'free',,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
dp5RC0AORCvpYTQ5PNyUtQ,Honda Of Frontenac,885 S Lindbergh Blvd,St. Louis,MO,63131,38.6414292,-90.4062567,3.5,64,1,"Car Dealers, Body Shops, Automotive, Auto Repair",,True,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,7:0-18:0,7:0-20:0,9:0-13:0,7:0-20:0,7:0-18:0,
b0uqoJIolvCUNA7XKet10g,BImmers R US,3435 S Kingshighway Blvd,St. Louis,MO,63139,38.5965537,-90.2713256,4,19,1,"Automotive, Car Dealers, Auto Repair",,True,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,8:30-17:30,8:30-17:30,8:30-17:30,8:30-17:30,,
rDaR9R8zoR9Vro2yX1b_CQ,U.S. Bank Branch,5375 Southwest Ave,St. Louis,MO,63139,38.6107951,-90.2779388,2,5,1,"Financial Advising, Financial Services, Mortgage Brokers, Real Estate, Banks & Credit Unions, Home Services",False,False,,,False,False,False,False,,,False,False,False,False,False,False,,,,,,,False,,,,,,,,,,,,,,,,,0:0-0:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-12:0,
E1unNdsEAWr8QLF91Wg8xg,AO&Co,1641 Tower Grove Ave,St. Louis,MO,63110,38.6193631,-90.2560987,4.5,23,1,"Olive Oil, Bars, Cigar Bars, Nightlife, Tobacco Shops, Food, Shopping, Specialty Food, Coffee & Tea",,True,,2,,,,,u'free',"{u'valet': False, u'garage': False, u'street': True, u'lot': None, u'validated': False}",,,True,,,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,,,,,,"{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}",,,,,,,,,,,,,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0,8:0-18:0
cB5IBwJQQIhCJQiBw8pvbQ,Rosen Optometry,17 Ronnie's Plz,St. Louis,MO,63126,38.527784,-90.364215,3,9,1,"Optometrists, Health & Medical, Laser Eye Surgery/Lasik, Shopping, Eyewear & Opticians",True,True,True,,,,,,u'no',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,False,,,,,,,,,,False,,,,True,,,,,,,,,,0:0-0:0,9:0-17:0,9:0-17:0,9:0-19:0,9:0-17:0,9:0-13:0,
ZwRM2qsGJT_fkQx_MDZF8g,Akar,7641 Wydown Blvd,St. Louis,MO,63105,38.6432797,-90.3345991,5,123,1,"Asian Fusion, Vegan, Chinese, Restaurants, American (New), Pan Asian, Vegetarian",,True,False,,,True,None,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,False,True,True,u'full_bar',,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",True,,,u'quiet',"{u'breakfast': None, u'brunch': None, u'lunch': None, u'dinner': True, u'latenight': None, u'dessert': None}",False,,,,,,False,True,,,,,,,0:0-0:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0,16:0-21:0
bRvgwDupUGx_g3mCN090HA,Planet Fitness,4660 Chippewa St,St. Louis,MO,63116,38.590119,-90.2723157,4,12,1,"Active Life, Gyms, Fitness & Instruction, Trainers",,,,,,False,False,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
rKAGFAw_hpw8KCF06OKhMA,Courtyard by Marriott St Louis Downtown West,2340 Market Street at Jefferson,St. Louis,MO,63103,38.630057,-90.214303,3.5,60,1,"Hotels & Travel, Event Planning & Services, Hotels, Venues & Event Spaces",,True,,2,,,,,u'free',,True,,,,,False,,,,,,,,,,False,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
jaOZyyqGi8Qfu4fXh8pvDg,Morning Glory Diner,2609 Cherokee St,St. Louis,MO,63118,38.593464,-90.2259913,4.5,65,1,"Sandwiches, Restaurants, Diners, Breakfast & Brunch",,True,True,1,,True,False,False,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,True,False,False,False,u'none',,,"{u'divey': None, u'hipster': True, u'casual': True, u'touristy': False, u'trendy': True, u'intimate': True, u'romantic': False, u'classy': False, u'upscale': False}",True,False,,u'average',"{u'breakfast': True, u'brunch': True, u'lunch': None, u'dinner': None, u'latenight': None, u'dessert': None}",,,,,,,False,False,,,,,,,0:0-0:0,,,8:0-14:0,8:0-14:0,9:0-14:0,8:0-14:0
_EWIAcznqBcCLon_MBf47Q,The Wagamama,5838 Macklind Ave,St. Louis,MO,63109,38.5779366,-90.2857355,5,12,1,"Restaurants, Food, Pet Photography, Shopping, Gift Shops, Pet Services, Pets, Flowers & Gifts, Pet Stores, Cafes, Coffee & Tea",,True,True,,,,,,,"{u'valet': False, u'garage': False, u'street': True, u'lot': False, u'validated': False}",,,True,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,7:0-19:0,7:0-19:0,7:0-19:0,9:0-17:0,9:0-16:0
_tgLmaNr3YaG9D6pyI2wjQ,Blush On The Blvd Makeup Studio,4500 Chouteau Ave,St. Louis,MO,63110,38.6304011,-90.2609709,4,9,1,"Hair Salons, Beauty & Spas, Makeup Artists, Skin Care, Hair Extensions",True,True,True,2,,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,11:0-17:0
DZY6yIAZ-4ijZUGr4Aer6g,Rehme Dental Care,"2821 N Ballas Rd, Ste 245",St. Louis,MO,63131,38.6319095,-90.4442686,4,5,1,"Doctors, Naturopathic/Holistic, Health & Medical, General Dentistry, Dentists",True,True,,,,,,,u'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8:0-16:30,8:0-16:30,10:0-17:30,8:0-16:30,,,
DmAQI7yLLqQMNNztUbqtsQ,Cube Tea Studio,8041 Olive Blvd,St. Louis,MO,63130,38.6738461069,-90.3444888443,4.5,103,1,"Bubble Tea, Food",,True,,2,,True,,False,,"{u'valet': False, u'garage': False, u'street': None, u'lot': None, u'validated': False}",,,,,,False,,True,,,,,,u'average',,,,,,,,,,,,,,,,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0
ZBaBeupGo7aJFLIK2Mdv1Q,Grandma's Playroom,9981 Lin Ferry,St. Louis,MO,63123,38.5252575,-90.3516142,4.5,16,1,"Playgrounds, Indoor Playcentre, Education, Kids Activities, Preschools, Active Life, Recreation Centers, Event Planning & Services, Venues & Event Spaces",False,True,True,,,,,,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,False,,True,,,,,,,,False,,,,,,,,,,,,,,0:0-0:0,9:0-16:0,9:0-16:0,9:0-16:0,9:0-19:30,10:0-16:0,10:0-16:0
hyKBOIgCLQ5srZ47Q5gIqQ,Palm Beach Tan,5605 Hampton Ave,St. Louis,MO,63109,38.5804445,-90.2938152,2.5,15,1,"Tanning Beds, Skin Care, Beauty & Spas, Spray Tanning, Tanning",False,True,False,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-20:0,9:0-18:0,9:0-18:0
3Eea6WDU83AzBCcedAXAew,Miniature Market,13380 Manchester Rd,St. Louis,MO,63131,38.598984,-90.468101,4,32,1,"Hobby Shops, Tabletop Games, Shopping, Toy Stores",,True,False,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,False,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,12:0-20:0,11:0-17:0,12:0-20:0,10:0-22:0,10:0-22:0,10:0-17:0
mV9s8iQT3v_Hhjhp64M12g,Fannie May Fine Chocolates,8861-C Ladue Rd,St. Louis,MO,63124,38.6545663,-90.3523525,4,5,0,"Chocolatiers & Shops, Specialty Food, Food, Candy Stores",,True,True,2,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-18:0,11:0-17:0
Aub2rSbYunQeKXoHHzxMnQ,Quail Creek Golf Club,6022 Wells Rd,St. Louis,MO,63128,38.468624,-90.382555,2.5,16,1,"Active Life, Venues & Event Spaces, Event Planning & Services, Golf, Fitness & Instruction, Golf Lessons",,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AESiqq48_7aZj01UmkSJMA,Stonebridge Roofing,2303 Weldon Pkwy,St. Louis,MO,63146,38.7033233,-90.4411268,5,27,1,"Siding, Contractors, Gutter Services, Home Services, Roofing",True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
AlxCk_nmd2wZT-Br1fuIgQ,Oasis Grill,8736 Goodfellow Blvd,St. Louis,MO,63147,38.7187932,-90.2502047,4,15,0,"Seafood, Restaurants, American (Traditional), Breakfast & Brunch",,True,False,2,,True,True,True,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,True,False,u'none',,,"{'touristy': None, 'hipster': None, 'romantic': None, 'divey': None, 'intimate': True, 'trendy': True, 'upscale': None, 'classy': True, 'casual': None}",True,True,,,,,,,,,,False,False,,,,,,,0:0-0:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,8:0-15:0,10:0-15:0
0Sm2vdDInZoTnWLYyRM46Q,Chick-fil-A,4125 Lemay Ferry Rd,St. Louis,MO,63129,38.5048318492,-90.3283271601,3.5,27,1,"Event Planning & Services, Caterers, Fast Food, Restaurants, Chicken Shop",,True,True,1,,True,True,True,'free',"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,False,True,False,,'none',True,'casual',"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",True,True,True,'quiet',"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,0:0-0:0,6:30-22:0,6:30-22:0,6:30-22:0,6:30-22:0,6:0-16:0,
Oio2er4frY-zuqAXwi2lqw,Ursa Minor,5760 Chippewa St,St. Louis,MO,63109,38.5928332,-90.2913927,4.5,10,1,"Desserts, Food, Coffee & Tea",,True,,1,,True,True,,u'free',"{u'valet': False, u'garage': False, u'street': False, u'lot': True, u'validated': False}",,,,,,True,,,,,,,,u'average',,,,,,,,,,,,,,,,8:0-12:0,,,8:0-12:0,8:0-12:0,8:0-12:0,8:0-12:0
KV6lhs9nYjsfBxrX6Q_pBA,Bellhop Moving,"",St. Louis,MO,63103,38.629185,-90.2174318,4,43,1,"Home Services, Shopping, Packing Supplies, Local Services, Self Storage, Movers",True,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,,,,,,,,,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,9:0-21:0,9:0-20:0
vwqxAf0cPK0YuMYLYgxYWQ,Hugo's Pizzeria,3135 Olive St,St. Louis,MO,63103,38.6357882,-90.2248876,4,78,0,"Pizza, Restaurants",,True,True,2,,True,None,,'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,True,True,True,True,,'full_bar',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}",,True,,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,12:0-21:0
TEbrlE0Ksk_EYBxndQVSVg,Lefty's Fried Rice,3000 S Jefferson Ave,St. Louis,MO,63118,38.5998506,-90.223744,4,48,1,"Noodles, Restaurants, Chinese",,True,True,,,True,True,True,u'free',"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",True,,True,True,,,u'none',,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",True,,,,,,,,,,,True,False,,,,,,,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0
XLEo07sQZ0Ol8SJEHnjdpQ,Habitat for Humanity Saint Louis ReStore South Side,3830 South Grand Blvd,St. Louis,MO,63118,38.5873248,-90.2436706,4,10,1,"Home Services, Shopping, Thrift Stores, Building Supplies, Local Services, Community Service/Non-Profit",False,True,True,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0
RBus8M0B8_4BlA-42nywYw,The Loop,"6105- A Delmar Blvd, Ste 210",St. Louis,MO,63112,38.6555999,-90.2965316,4,29,1,"Shopping Centers, Local Flavor, Shopping",,True,True,2,,,,,,"{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': False}",,,,,,True,,True,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
At7iebut3p14ElmaVBLa0g,Squatters Cafe,3524 Washington Ave,St. Louis,MO,63103,38.6384348,-90.2304676,4.5,37,0,"Restaurants, American (New), Comfort Food, Sandwiches, Cafes, Breakfast & Brunch",,True,,2,,True,False,True,u'free',"{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,False,False,False,False,,u'beer_and_wine',True,'casual',"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': False}",False,True,,,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': True, 'breakfast': True}",,,,,,,,,,,,,,,0:0-0:0,,,,,,23:45-0:0
tl_Dfr6Zvuj6aDB2TI2GnA,Hotel Avyan,2625 Lafayette Ave,St. Louis,MO,63104,38.615411,-90.2223945,1.5,27,1,"Event Planning & Services, Hotels & Travel, Hotels",,True,,2,,,,,'free',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
yAlh47CL52i5SFHB4D2k8Q,Cecis,901 Washington Ave,St. Louis,MO,63101,38.6310660761,-90.1928413755,2,6,1,"Jewelry, Leather Goods, Fashion, Souvenir Shops, Shopping, Women's Clothing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0HZEzKR6Z3Cze7EJI8U5TA,Sauce Magazine,1826 Chouteau Ave,St. Louis,MO,63103,38.6205003,-90.2110219,4,13,1,"Web Design, Mass Media, Professional Services, Print Media, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9:30-17:0,9:30-17:0,9:30-17:0,9:30-17:0,9:30-17:0,,
Y-6qMeTYkqUAjfvaug9Rxg,Del Pietro's,1059 S Big Bend Blvd,St. Louis,MO,63117,38.6333876,-90.3190904,4,50,1,"Italian, Restaurants",,True,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,True,True,,,,,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': False}",,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,,,,,,,,,,16:30-20:30,16:30-20:30,16:30-20:30,16:30-21:30,16:30-21:30,
4Cz38KFH0HrX-TCYDaQQwg,Songbird,4476 Chouteau Ave,St. Louis,MO,63110,38.6303058,-90.2606656,5,99,1,"Restaurants, Sandwiches, Breakfast & Brunch",,True,True,,,True,False,False,u'free',"{u'valet': False, u'garage': False, u'street': True, u'lot': True, u'validated': False}",True,False,True,False,True,True,,,,"{u'divey': None, u'hipster': True, u'casual': True, u'touristy': None, u'trendy': True, u'intimate': True, u'romantic': None, u'classy': None, u'upscale': None}",True,,False,,"{u'breakfast': True, u'brunch': None, u'lunch': None, u'dinner': None, u'latenight': None, u'dessert': None}",,,,,,,,,,,,,,,0:0-0:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0,8:0-14:0
dGUaV2lEm36Gr05L6hvFwQ,Apex Transportation Services,"",St. Louis,MO,63132,38.6785807,-90.3795438,4.5,12,1,"Taxis, Public Transportation, Transportation, Hotels & Travel, Airport Shuttles, Town Car Service, Limos",False,,,,,,,,u'no',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
NIEVMHDegSZ6E_2DhqXD6A,Hamburger Mary's St Louis,400 Washington Ave,St. Louis,MO,63102,38.629626,-90.187324,3.5,94,0,"Restaurants, Nightlife, Burgers, American (Traditional), Arts & Entertainment, Bars, Music Venues",,True,False,2,False,True,None,True,u'free',"{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}",True,True,False,True,True,False,u'full_bar',False,'casual',"{'touristy': None, 'hipster': None, 'romantic': False, 'divey': None, 'intimate': None, 'trendy': None, 'upscale': None, 'classy': False, 'casual': True}",True,True,False,'loud',"{'dessert': True, 'latenight': None, 'lunch': True, 'dinner': True, 'brunch': None, 'breakfast': None}",False,u'no',"{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': True, 'video': False, 'karaoke': None}",False,,"{'monday': False, 'tuesday': True, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}",,,,,,,,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-0:0,11:0-22:0
mylzY2rWtZ9c266o3KoLJg,The Blue Note,10701 Lambert International Blvd,St. Louis,MO,63145,38.737821268,-90.3558609943,2.5,44,1,"Bars, Restaurants, American (Traditional), Airport Lounges, Nightlife, Sports Bars",,,,,,,,,,"{u'valet': False, u'garage': None, u'street': False, u'lot': False, u'validated': None}",,,,,,,,,,"{u'divey': False, u'hipster': None, u'casual': None, u'touristy': None, u'trendy': None, u'intimate': None, u'romantic': False, u'classy': None, u'upscale': None}",,,,,,,,,,,,,,,,,,,,,,,,,,
5YavLzATSd9Y4WKr3P_csw,Finney's MMA,9744 Watson Rd,St. Louis,MO,63126,38.5564492,-90.3862646,3,12,1,"Martial Arts, Active Life, Brazilian Jiu-jitsu, Fitness & Instruction, Boxing, Kickboxing",,True,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,,,,,,,True,,,,,,,,,,,,,,,,,,,,,,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,5:0-21:0,8:0-14:0,8:0-16:0
7kJ8YYlN2tku0GsfO_h-PA,Soulard Gyro,4337 Butler Hill Rd,St. Louis,MO,63128,38.4875668,-90.3585077,4,25,1,"Restaurants, Mediterranean",,True,True,,,True,True,True,u'free',"{u'valet': False, u'garage': None, u'street': None, u'lot': None, u'validated': False}",True,False,False,True,False,,u'none',,,"{u'divey': False, u'hipster': None, u'casual': True, u'touristy': None, u'trendy': None, u'intimate': False, u'romantic': None, u'classy': None, u'upscale': False}",False,,,,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,,,False,False,,,,,,,0:0-0:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0
Ff1_TYgDX-2TfVfWVt5zeQ,The Hill Antique Market,4923 Daggett Ave,St. Louis,MO,63110,38.6165798,-90.2675545,4.5,11,1,"Antiques, Fashion, Shopping, Used, Vintage & Consignment",,,,,,,,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-17:0,10:0-17:0,10:0-20:0,10:0-17:0,10:0-17:0,10:0-17:0,10:0-17:0
